test_file,true_speaker,predicted_speaker,best_score
Douae_Fr_test_10s_7.mfcc,Douae,Douae,-83.44870886593372
Douae_Fr_test_10s_8.mfcc,Douae,Douae,-87.54212160871141
Douae_Fr_test_10s_9.mfcc,Douae,Douae,-89.10135693979436
Douae_Fr_test_15s_1.mfcc,Douae,Douae,-85.3409243600465
Douae_Fr_test_15s_10.mfcc,Douae,Douae,-87.50698296862059
Douae_Fr_test_15s_11.mfcc,Douae,Douae,-84.3903274820075
Douae_Fr_test_15s_12.mfcc,Douae,Douae,-85.93210191202444
Douae_Fr_test_15s_13.mfcc,Douae,Douae,-87.36886036387608
Douae_Fr_test_15s_14.mfcc,Douae,Douae,-85.07314326252404
Douae_Fr_test_15s_15.mfcc,Douae,Douae,-85.91027370116329
Douae_Fr_test_15s_16.mfcc,Douae,Douae,-84.17410592860016
Douae_Fr_test_15s_17.mfcc,Douae,Douae,-86.2071280574702
Douae_Fr_test_15s_18.mfcc,Douae,Douae,-85.37903857245756
Douae_Fr_test_15s_19.mfcc,Douae,Douae,-85.92336181588993
Douae_Fr_test_15s_2.mfcc,Douae,Douae,-86.53656374225089
Douae_Fr_test_15s_20.mfcc,Douae,Douae,-85.20812719229819
Douae_Fr_test_15s_21.mfcc,Douae,Douae,-86.69571562808805
Douae_Fr_test_15s_22.mfcc,Douae,Douae,-84.96398324281675
Douae_Fr_test_15s_23.mfcc,Douae,Douae,-84.02536692032457
Douae_Fr_test_15s_24.mfcc,Douae,Douae,-84.8517487217264
Douae_Fr_test_15s_25.mfcc,Douae,Douae,-86.29835452986907
Douae_Fr_test_15s_26.mfcc,Douae,Douae,-84.29410378508729
Douae_Fr_test_15s_27.mfcc,Douae,Douae,-85.0248255450625
Douae_Fr_test_15s_28.mfcc,Douae,Douae,-85.54445569519153
Douae_Fr_test_15s_29.mfcc,Douae,Douae,-83.87103095505672
Douae_Fr_test_15s_3.mfcc,Douae,Douae,-84.52248979657416
Douae_Fr_test_15s_30.mfcc,Douae,Douae,-84.2171854700979
Douae_Fr_test_15s_4.mfcc,Douae,Douae,-86.37566554571085
Douae_Fr_test_15s_5.mfcc,Douae,Douae,-84.01209014687184
Douae_Fr_test_15s_6.mfcc,Douae,Douae,-85.43260792899304
Douae_Fr_test_15s_7.mfcc,Douae,Douae,-86.75380530212786
Douae_Fr_test_15s_8.mfcc,Douae,Douae,-85.83351319024864
Douae_Fr_test_15s_9.mfcc,Douae,Douae,-85.60739128910818
Douae_Fr_test_5s_1.mfcc,Douae,Douae,-85.13858192771308
Douae_Fr_test_5s_10.mfcc,Douae,Douae,-87.41295167248367
Douae_Fr_test_5s_11.mfcc,Douae,Douae,-83.77425351264681
Douae_Fr_test_5s_12.mfcc,Douae,Douae,-90.01064168445131
Douae_Fr_test_5s_13.mfcc,Douae,Douae,-87.74779582845252
Douae_Fr_test_5s_14.mfcc,Douae,Douae,-84.88316169773161
Douae_Fr_test_5s_15.mfcc,Douae,Douae,-89.99975308765713
Douae_Fr_test_5s_16.mfcc,Douae,Douae,-83.8822260613982
Douae_Fr_test_5s_17.mfcc,Douae,Douae,-87.38584144648897
Douae_Fr_test_5s_18.mfcc,Douae,Douae,-85.17019491182145
Douae_Fr_test_5s_19.mfcc,Douae,Douae,-87.66291843973292
Douae_Fr_test_5s_2.mfcc,Douae,Douae,-84.58034782073182
Douae_Fr_test_5s_20.mfcc,Douae,Douae,-84.04212280093724
Douae_Fr_test_5s_21.mfcc,Douae,Douae,-85.12643445740238
Douae_Fr_test_5s_22.mfcc,Douae,Douae,-88.01070436693144
Douae_Fr_test_5s_23.mfcc,Douae,Douae,-84.15630056206592
Douae_Fr_test_5s_24.mfcc,Douae,Douae,-85.23435925422821
Douae_Fr_test_5s_25.mfcc,Douae,Douae,-88.19111053383602
Douae_Fr_test_5s_26.mfcc,Douae,Douae,-85.6397941922839
Douae_Fr_test_5s_27.mfcc,Douae,Douae,-86.45988249643896
Douae_Fr_test_5s_28.mfcc,Douae,Douae,-86.52455938432531
Douae_Fr_test_5s_29.mfcc,Douae,Douae,-88.07578527936383
Douae_Fr_test_5s_3.mfcc,Douae,Douae,-86.0177854962275
Douae_Fr_test_5s_30.mfcc,Douae,Douae,-85.08012042228187
Douae_Fr_test_5s_4.mfcc,Douae,Douae,-83.77188955096157
Douae_Fr_test_5s_5.mfcc,Douae,Douae,-85.97910465254391
Douae_Fr_test_5s_6.mfcc,Douae,Douae,-87.62616425104744
Douae_Fr_test_5s_7.mfcc,Douae,Douae,-84.35920861364741
Douae_Fr_test_5s_8.mfcc,Douae,Douae,-84.77807794639378
Douae_Fr_test_5s_9.mfcc,Douae,Douae,-87.55394725735673
Ghita_Ar_test_10s_1.mfcc,Ghita,Ghita,-86.35348946595677
Ghita_Ar_test_10s_10.mfcc,Ghita,Ghita,-84.41132835169566
Ghita_Ar_test_10s_11.mfcc,Ghita,Ghita,-82.87477134123449
Ghita_Ar_test_10s_12.mfcc,Ghita,Ghita,-82.33118951392298
Ghita_Ar_test_10s_13.mfcc,Ghita,Ghita,-84.63597642612876
Ghita_Ar_test_10s_14.mfcc,Ghita,Ghita,-83.47531601188288
Ghita_Ar_test_10s_15.mfcc,Ghita,Ghita,-85.57692857600816
Ghita_Ar_test_10s_16.mfcc,Ghita,Ghita,-85.4382228318179
Ghita_Ar_test_10s_17.mfcc,Ghita,Ghita,-84.9070020792395
Ghita_Ar_test_10s_18.mfcc,Ghita,Ghita,-82.74034826921785
Ghita_Ar_test_10s_19.mfcc,Ghita,Ghita,-83.32830082794105
Ghita_Ar_test_10s_2.mfcc,Ghita,Ghita,-85.61152272640751
Ghita_Ar_test_10s_20.mfcc,Ghita,Ghita,-85.11796610446268
Ghita_Ar_test_10s_21.mfcc,Ghita,Ghita,-85.84721297891558
Ghita_Ar_test_10s_22.mfcc,Ghita,Ghita,-85.11101744812284
Ghita_Ar_test_10s_23.mfcc,Ghita,Ghita,-85.0672103766875
Ghita_Ar_test_10s_24.mfcc,Ghita,Ghita,-86.09157555573414
Ghita_Ar_test_10s_25.mfcc,Ghita,Ghita,-85.74253154421511
Ghita_Ar_test_10s_26.mfcc,Ghita,Ghita,-84.9647284942886
Ghita_Ar_test_10s_27.mfcc,Ghita,Ghita,-82.66684139973266
Ghita_Ar_test_10s_28.mfcc,Ghita,Ghita,-85.8315048866372
Ghita_Ar_test_10s_29.mfcc,Ghita,Ghita,-86.3024628653015
Ghita_Ar_test_10s_3.mfcc,Ghita,Ghita,-85.79667327722704
Ghita_Ar_test_10s_30.mfcc,Ghita,Ghita,-86.2597638831111
Ghita_Ar_test_10s_4.mfcc,Ghita,Ghita,-85.49154905564887
Ghita_Ar_test_10s_5.mfcc,Ghita,Ghita,-83.04437653536033
Ghita_Ar_test_10s_6.mfcc,Ghita,Ghita,-85.59847841933536
Ghita_Ar_test_10s_7.mfcc,Ghita,Ghita,-84.45818661423516
Ghita_Ar_test_10s_8.mfcc,Ghita,Ghita,-84.08554358946184
Ghita_Ar_test_10s_9.mfcc,Ghita,Ghita,-83.56265033487966
Ghita_Ar_test_15s_1.mfcc,Ghita,Ghita,-83.76184109897416
Ghita_Ar_test_15s_10.mfcc,Ghita,Ghita,-82.75580114285529
Ghita_Ar_test_15s_11.mfcc,Ghita,Ghita,-84.36959163118186
Ghita_Ar_test_15s_12.mfcc,Ghita,Ghita,-84.70888323173536
Ghita_Ar_test_15s_13.mfcc,Ghita,Ghita,-82.33742952316463
Ghita_Ar_test_15s_14.mfcc,Ghita,Ghita,-82.42544083285681
Ghita_Ar_test_15s_15.mfcc,Ghita,Ghita,-84.948049189218
Ghita_Ar_test_15s_16.mfcc,Ghita,Ghita,-83.23979996554607
Ghita_Ar_test_15s_17.mfcc,Ghita,Ghita,-85.57247368618538
Ghita_Ar_test_15s_18.mfcc,Ghita,Ghita,-83.21383980691523
Ghita_Ar_test_15s_19.mfcc,Ghita,Ghita,-86.64889718904595
Ghita_Ar_test_15s_2.mfcc,Ghita,Ghita,-84.95999454675517
Ghita_Ar_test_15s_20.mfcc,Ghita,Ghita,-85.38224123263997
Ghita_Ar_test_15s_21.mfcc,Ghita,Ghita,-85.05286020161745
Ghita_Ar_test_15s_22.mfcc,Ghita,Ghita,-86.4392894480101
Ghita_Ar_test_15s_23.mfcc,Ghita,Ghita,-85.02686710035539
Ghita_Ar_test_15s_24.mfcc,Ghita,Ghita,-83.42519509716111
Ghita_Ar_test_15s_25.mfcc,Ghita,Ghita,-83.89990365642063
Ghita_Ar_test_15s_26.mfcc,Ghita,Ghita,-84.70312850120162
Ghita_Ar_test_15s_27.mfcc,Ghita,Ghita,-84.23824185084823
Ghita_Ar_test_15s_28.mfcc,Ghita,Ghita,-85.02418840873005
Ghita_Ar_test_15s_29.mfcc,Ghita,Ghita,-85.17888976148578
Ghita_Ar_test_15s_3.mfcc,Ghita,Ghita,-87.46554501953129
Ghita_Ar_test_15s_30.mfcc,Ghita,Ghita,-84.1130650068681
Ghita_Ar_test_15s_4.mfcc,Ghita,Ghita,-86.36120502374227
Ghita_Ar_test_15s_5.mfcc,Ghita,Ghita,-84.66214783200721
Ghita_Ar_test_15s_6.mfcc,Ghita,Ghita,-82.47976439250884
Ghita_Ar_test_15s_7.mfcc,Ghita,Ghita,-84.49280291935358
Ghita_Ar_test_15s_8.mfcc,Ghita,Ghita,-85.23101900498446
Ghita_Ar_test_15s_9.mfcc,Ghita,Ghita,-86.76026576693674
Ghita_Ar_test_5s_1.mfcc,Ghita,Ghita,-84.28048748835292
Ghita_Ar_test_5s_10.mfcc,Ghita,Ghita,-87.15810337411898
Ghita_Ar_test_5s_11.mfcc,Ghita,Ghita,-83.80243576373553
Ghita_Ar_test_5s_12.mfcc,Ghita,Ghita,-83.95721562305836
Ghita_Ar_test_5s_13.mfcc,Ghita,Ghita,-81.15716059417865
Ghita_Ar_test_5s_14.mfcc,Ghita,Ghita,-84.99519594704483
Ghita_Ar_test_5s_15.mfcc,Ghita,Ghita,-81.54606880784223
Ghita_Ar_test_5s_16.mfcc,Ghita,Ghita,-83.09243103227043
Ghita_Ar_test_5s_17.mfcc,Ghita,Ghita,-85.7706241790242
Ghita_Ar_test_5s_18.mfcc,Ghita,Ghita,-85.38999958459353
Ghita_Ar_test_5s_19.mfcc,Ghita,Ghita,-83.58935240118923
Ghita_Ar_test_5s_2.mfcc,Ghita,Ghita,-80.2837613667891
Ghita_Ar_test_5s_20.mfcc,Ghita,Ghita,-81.23177845628543
Ghita_Ar_test_5s_21.mfcc,Ghita,Ghita,-81.38136138224819
Ghita_Ar_test_5s_22.mfcc,Ghita,Ghita,-82.28498653697498
Ghita_Ar_test_5s_23.mfcc,Ghita,Ghita,-87.56103595465468
Ghita_Ar_test_5s_24.mfcc,Ghita,Ghita,-86.65342882832799
Ghita_Ar_test_5s_25.mfcc,Ghita,Ghita,-83.65319786985427
Ghita_Ar_test_5s_26.mfcc,Ghita,Ghita,-84.3712861771294
Ghita_Ar_test_5s_27.mfcc,Ghita,Ghita,-84.47060897078187
Ghita_Ar_test_5s_28.mfcc,Ghita,Ghita,-86.50822950370821
Ghita_Ar_test_5s_29.mfcc,Ghita,Ghita,-84.86222665550456
Ghita_Ar_test_5s_3.mfcc,Ghita,Ghita,-86.43025735927743
Ghita_Ar_test_5s_30.mfcc,Ghita,Ghita,-84.26981993701733
Ghita_Ar_test_5s_4.mfcc,Ghita,Ghita,-88.6211016111402
Ghita_Ar_test_5s_5.mfcc,Ghita,Ghita,-81.77837833872806
Ghita_Ar_test_5s_6.mfcc,Ghita,Ghita,-84.55569116750486
Ghita_Ar_test_5s_7.mfcc,Ghita,Ghita,-81.71880847970795
Ghita_Ar_test_5s_8.mfcc,Ghita,Ghita,-82.99979178620111
Ghita_Ar_test_5s_9.mfcc,Ghita,Ghita,-86.02475675906031
Ghita_En_test_10s_1.mfcc,Ghita,Ghita,-86.64744709287392
Ghita_En_test_10s_10.mfcc,Ghita,Ghita,-85.48696364895319
Ghita_En_test_10s_11.mfcc,Ghita,Ghita,-85.68794834373732
Ghita_En_test_10s_12.mfcc,Ghita,Ghita,-85.8176994707388
Ghita_En_test_10s_13.mfcc,Ghita,Ghita,-84.82790353402025
Ghita_En_test_10s_14.mfcc,Ghita,Ghita,-86.01413068777269
Ghita_En_test_10s_15.mfcc,Ghita,Ghita,-85.37437978670015
Ghita_En_test_10s_16.mfcc,Ghita,Ghita,-84.8368161762127
Ghita_En_test_10s_17.mfcc,Ghita,Ghita,-84.43519060954506
Ghita_En_test_10s_18.mfcc,Ghita,Ghita,-87.2073963078486
Ghita_En_test_10s_19.mfcc,Ghita,Ghita,-85.22721443321075
Ghita_En_test_10s_2.mfcc,Ghita,Ghita,-87.49313221470429
Ghita_En_test_10s_20.mfcc,Ghita,Ghita,-87.25327138824095
Ghita_En_test_10s_21.mfcc,Ghita,Ghita,-85.6278374446609
Ghita_En_test_10s_22.mfcc,Ghita,Ghita,-86.62684433553181
Ghita_En_test_10s_23.mfcc,Ghita,Ghita,-85.14098859404805
Ghita_En_test_10s_24.mfcc,Ghita,Ghita,-84.77524421517077
Ghita_En_test_10s_25.mfcc,Ghita,Ghita,-84.90691422911013
Ghita_En_test_10s_26.mfcc,Ghita,Ghita,-86.80606717666438
Ghita_En_test_10s_27.mfcc,Ghita,Ghita,-87.29231641299269
Ghita_En_test_10s_28.mfcc,Ghita,Ghita,-86.4077359562105
Ghita_En_test_10s_29.mfcc,Ghita,Ghita,-85.26073423092043
Ghita_En_test_10s_3.mfcc,Ghita,Ghita,-85.9788495155527
Ghita_En_test_10s_30.mfcc,Ghita,Ghita,-86.26286290622612
Ghita_En_test_10s_4.mfcc,Ghita,Ghita,-85.16699573059358
Ghita_En_test_10s_5.mfcc,Ghita,Ghita,-86.68980893281665
Ghita_En_test_10s_6.mfcc,Ghita,Ghita,-86.18054982552731
Ghita_En_test_10s_7.mfcc,Ghita,Ghita,-87.17265809000548
Ghita_En_test_10s_8.mfcc,Ghita,Ghita,-87.54011069245253
Ghita_En_test_10s_9.mfcc,Ghita,Ghita,-87.04007488021188
Ghita_En_test_15s_1.mfcc,Ghita,Ghita,-86.72888988208784
Ghita_En_test_15s_10.mfcc,Ghita,Ghita,-87.01692528250702
Ghita_En_test_15s_11.mfcc,Ghita,Ghita,-86.71238839280936
Ghita_En_test_15s_12.mfcc,Ghita,Ghita,-87.09761645255705
Ghita_En_test_15s_13.mfcc,Ghita,Ghita,-87.14464223840656
Ghita_En_test_15s_14.mfcc,Ghita,Ghita,-87.02486360907874
Ghita_En_test_15s_15.mfcc,Ghita,Ghita,-85.75694362317925
Ghita_En_test_15s_16.mfcc,Ghita,Ghita,-85.44404527991398
Ghita_En_test_15s_17.mfcc,Ghita,Ghita,-84.50667302265728
Ghita_En_test_15s_18.mfcc,Ghita,Ghita,-85.7921111141392
Ghita_En_test_15s_19.mfcc,Ghita,Ghita,-87.02696534140227
Ghita_En_test_15s_2.mfcc,Ghita,Ghita,-87.18564527477263
Ghita_En_test_15s_20.mfcc,Ghita,Ghita,-87.34882895741524
Ghita_En_test_15s_21.mfcc,Ghita,Ghita,-85.5216490870485
Ghita_En_test_15s_22.mfcc,Ghita,Ghita,-85.7101900836435
Ghita_En_test_15s_23.mfcc,Ghita,Ghita,-86.12034877859882
Ghita_En_test_15s_24.mfcc,Ghita,Ghita,-86.6679487718636
Ghita_En_test_15s_25.mfcc,Ghita,Ghita,-85.49810938004165
Ghita_En_test_15s_26.mfcc,Ghita,Ghita,-86.3958745785982
Ghita_En_test_15s_27.mfcc,Ghita,Ghita,-86.39017964108587
Ghita_En_test_15s_28.mfcc,Ghita,Ghita,-85.92469440432284
Ghita_En_test_15s_29.mfcc,Ghita,Ghita,-86.42155001912445
Ghita_En_test_15s_3.mfcc,Ghita,Ghita,-87.05414085290634
Ghita_En_test_15s_30.mfcc,Ghita,Ghita,-87.7942179348517
Ghita_En_test_15s_4.mfcc,Ghita,Ghita,-85.81054713377686
Ghita_En_test_15s_5.mfcc,Ghita,Ghita,-85.98324154564673
Ghita_En_test_15s_6.mfcc,Ghita,Ghita,-85.4618893712203
Ghita_En_test_15s_7.mfcc,Ghita,Ghita,-85.10704185952773
Ghita_En_test_15s_8.mfcc,Ghita,Ghita,-87.27310811180246
Ghita_En_test_15s_9.mfcc,Ghita,Ghita,-86.8971266534302
Ghita_En_test_5s_1.mfcc,Ghita,Ghita,-88.05757448333073
Ghita_En_test_5s_10.mfcc,Ghita,Ghita,-86.05567814041473
Ghita_En_test_5s_11.mfcc,Ghita,Ghita,-84.41048572545466
Ghita_En_test_5s_12.mfcc,Ghita,Ghita,-87.95067750343883
Ghita_En_test_5s_13.mfcc,Ghita,Ghita,-83.84022507802007
Ghita_En_test_5s_14.mfcc,Ghita,Ghita,-88.03874445855497
Ghita_En_test_5s_15.mfcc,Ghita,Ghita,-84.56559191518598
Ghita_En_test_5s_16.mfcc,Ghita,Ghita,-86.73099529715222
Ghita_En_test_5s_17.mfcc,Ghita,Ghita,-84.9551002858988
Ghita_En_test_5s_18.mfcc,Ghita,Ghita,-86.7386060687449
Ghita_En_test_5s_19.mfcc,Ghita,Ghita,-85.17484433956898
Ghita_En_test_5s_2.mfcc,Ghita,Ghita,-87.4834671255476
Ghita_En_test_5s_20.mfcc,Ghita,Ghita,-86.98960702795203
Ghita_En_test_5s_21.mfcc,Ghita,Ghita,-91.37982893744656
Ghita_En_test_5s_22.mfcc,Ghita,Ghita,-87.22767627956877
Ghita_En_test_5s_23.mfcc,Ghita,Ghita,-86.70061938229475
Ghita_En_test_5s_24.mfcc,Ghita,Ghita,-86.05254263673896
Ghita_En_test_5s_25.mfcc,Ghita,Ghita,-86.94748381291082
Ghita_En_test_5s_26.mfcc,Ghita,Ghita,-85.86770262933665
Ghita_En_test_5s_27.mfcc,Ghita,Ghita,-84.82380824220445
Ghita_En_test_5s_28.mfcc,Ghita,Ghita,-88.28684334299786
Ghita_En_test_5s_29.mfcc,Ghita,Ghita,-89.34559739119621
Ghita_En_test_5s_3.mfcc,Ghita,Ghita,-88.49425200324762
Ghita_En_test_5s_30.mfcc,Ghita,Ghita,-85.70317057283478
Ghita_En_test_5s_4.mfcc,Ghita,Ghita,-89.6628011888055
Ghita_En_test_5s_5.mfcc,Ghita,Ghita,-86.9084310088375
Ghita_En_test_5s_6.mfcc,Ghita,Ghita,-88.56169740141897
Ghita_En_test_5s_7.mfcc,Ghita,Ghita,-87.54716542309743
Ghita_En_test_5s_8.mfcc,Ghita,Ghita,-86.89504191885915
Ghita_En_test_5s_9.mfcc,Ghita,Ghita,-87.21138823111997
Ghita_Fr_test_10s_1.mfcc,Ghita,Ghita,-84.9904009563884
Ghita_Fr_test_10s_10.mfcc,Ghita,Ghita,-83.37814820152622
Ghita_Fr_test_10s_11.mfcc,Ghita,Ghita,-88.02693487032515
Ghita_Fr_test_10s_12.mfcc,Ghita,Ghita,-84.87991267238594
Ghita_Fr_test_10s_13.mfcc,Ghita,Ghita,-83.92550852879577
Ghita_Fr_test_10s_14.mfcc,Ghita,Ghita,-85.21684799463466
Ghita_Fr_test_10s_15.mfcc,Ghita,Ghita,-83.05834261978845
Ghita_Fr_test_10s_16.mfcc,Ghita,Ghita,-82.06487772209884
Ghita_Fr_test_10s_17.mfcc,Ghita,Ghita,-86.70430125597342
Ghita_Fr_test_10s_18.mfcc,Ghita,Ghita,-86.0376955946308
Ghita_Fr_test_10s_19.mfcc,Ghita,Ghita,-84.9365061077726
Ghita_Fr_test_10s_2.mfcc,Ghita,Ghita,-87.38186408428697
Ghita_Fr_test_10s_20.mfcc,Ghita,Ghita,-86.27985295753504
Ghita_Fr_test_10s_21.mfcc,Ghita,Ghita,-85.40464840531101
Ghita_Fr_test_10s_22.mfcc,Ghita,Ghita,-84.94794025685256
Ghita_Fr_test_10s_23.mfcc,Ghita,Ghita,-86.29841429388063
Ghita_Fr_test_10s_24.mfcc,Ghita,Ghita,-83.2265465824601
Ghita_Fr_test_10s_25.mfcc,Ghita,Ghita,-83.46164118878585
Ghita_Fr_test_10s_26.mfcc,Ghita,Ghita,-84.82871185871383
Ghita_Fr_test_10s_27.mfcc,Ghita,Ghita,-87.38095440261888
Ghita_Fr_test_10s_28.mfcc,Ghita,Ghita,-83.29797202213162
Ghita_Fr_test_10s_29.mfcc,Ghita,Ghita,-84.88638027994656
Ghita_Fr_test_10s_3.mfcc,Ghita,Ghita,-85.59289963170015
Ghita_Fr_test_10s_30.mfcc,Ghita,Ghita,-87.02322953212291
Ghita_Fr_test_10s_4.mfcc,Ghita,Ghita,-83.6147704477836
Ghita_Fr_test_10s_5.mfcc,Ghita,Ghita,-83.34183733728683
Ghita_Fr_test_10s_6.mfcc,Ghita,Ghita,-84.69539272947567
Ghita_Fr_test_10s_7.mfcc,Ghita,Ghita,-86.16872356796289
Ghita_Fr_test_10s_8.mfcc,Ghita,Ghita,-81.89355511792783
Ghita_Fr_test_10s_9.mfcc,Ghita,Ghita,-84.80509544384755
Ghita_Fr_test_15s_1.mfcc,Ghita,Ghita,-86.66175876297315
Ghita_Fr_test_15s_10.mfcc,Ghita,Ghita,-84.19459170009898
Ghita_Fr_test_15s_11.mfcc,Ghita,Ghita,-83.79852626921918
Ghita_Fr_test_15s_12.mfcc,Ghita,Ghita,-84.86832930392761
Ghita_Fr_test_15s_13.mfcc,Ghita,Ghita,-83.24525615663003
Ghita_Fr_test_15s_14.mfcc,Ghita,Ghita,-83.87311928819442
Ghita_Fr_test_15s_15.mfcc,Ghita,Ghita,-84.39900872386885
Ghita_Fr_test_15s_16.mfcc,Ghita,Ghita,-86.59764288713004
Ghita_Fr_test_15s_17.mfcc,Ghita,Ghita,-87.07932948855183
Ghita_Fr_test_15s_18.mfcc,Ghita,Ghita,-86.42151956403801
Ghita_Fr_test_15s_19.mfcc,Ghita,Ghita,-87.0712698791335
Ghita_Fr_test_15s_2.mfcc,Ghita,Ghita,-87.84741649449084
Ghita_Fr_test_15s_20.mfcc,Ghita,Ghita,-84.68235096246299
Ghita_Fr_test_15s_21.mfcc,Ghita,Ghita,-84.91579405748845
Ghita_Fr_test_15s_22.mfcc,Ghita,Ghita,-86.49423801818575
Ghita_Fr_test_15s_23.mfcc,Ghita,Ghita,-83.0064031705999
Ghita_Fr_test_15s_24.mfcc,Ghita,Ghita,-87.21506072469099
Ghita_Fr_test_15s_25.mfcc,Ghita,Ghita,-83.21250484164175
Ghita_Fr_test_15s_26.mfcc,Ghita,Ghita,-86.85183174223904
Ghita_Fr_test_15s_27.mfcc,Ghita,Ghita,-87.27153110025493
Ghita_Fr_test_15s_28.mfcc,Ghita,Ghita,-82.90063459180116
Ghita_Fr_test_15s_29.mfcc,Ghita,Ghita,-85.45967135818708
Ghita_Fr_test_15s_3.mfcc,Ghita,Ghita,-85.29264272420568
Ghita_Fr_test_15s_30.mfcc,Ghita,Ghita,-83.09946098435046
Ghita_Fr_test_15s_4.mfcc,Ghita,Ghita,-84.84742859430408
Ghita_Fr_test_15s_5.mfcc,Ghita,Ghita,-84.47501916615767
Ghita_Fr_test_15s_6.mfcc,Ghita,Ghita,-83.83401871993043
Ghita_Fr_test_15s_7.mfcc,Ghita,Ghita,-82.33937267630546
Ghita_Fr_test_15s_8.mfcc,Ghita,Ghita,-84.93775498963858
Ghita_Fr_test_15s_9.mfcc,Ghita,Ghita,-87.2549013534029
Ghita_Fr_test_5s_1.mfcc,Ghita,Ghita,-84.85678209843688
Ghita_Fr_test_5s_10.mfcc,Ghita,Ghita,-80.71479159938596
Ghita_Fr_test_5s_11.mfcc,Ghita,Ghita,-86.43359974530544
Ghita_Fr_test_5s_12.mfcc,Ghita,Ghita,-87.98214478043907
Ghita_Fr_test_5s_13.mfcc,Ghita,Ghita,-88.28322558128036
Ghita_Fr_test_5s_14.mfcc,Ghita,Ghita,-89.86169854866351
Ghita_Fr_test_5s_15.mfcc,Ghita,Ghita,-86.19316143505482
Ghita_Fr_test_5s_16.mfcc,Ghita,Ghita,-84.97107958568479
Ghita_Fr_test_5s_17.mfcc,Ghita,Ghita,-82.68520694608235
Ghita_Fr_test_5s_18.mfcc,Ghita,Ghita,-84.35951026987341
Ghita_Fr_test_5s_19.mfcc,Ghita,Ghita,-83.63884959686881
Ghita_Fr_test_5s_2.mfcc,Ghita,Ghita,-87.94314354081433
Ghita_Fr_test_5s_20.mfcc,Ghita,Ghita,-85.7600332294116
Ghita_Fr_test_5s_21.mfcc,Ghita,Ghita,-84.64227380543211
Ghita_Fr_test_5s_22.mfcc,Ghita,Ghita,-81.60678647073841
Ghita_Fr_test_5s_23.mfcc,Ghita,Ghita,-84.43558716925332
Ghita_Fr_test_5s_24.mfcc,Ghita,Ghita,-82.798911628075
Ghita_Fr_test_5s_25.mfcc,Ghita,Ghita,-85.28185377405833
Ghita_Fr_test_5s_26.mfcc,Ghita,Ghita,-85.19964117466473
Ghita_Fr_test_5s_27.mfcc,Ghita,Ghita,-88.01524617598899
Ghita_Fr_test_5s_28.mfcc,Ghita,Ghita,-81.19412961928982
Ghita_Fr_test_5s_29.mfcc,Ghita,Ghita,-90.14493640524172
Ghita_Fr_test_5s_3.mfcc,Ghita,Ghita,-86.50558429227503
Ghita_Fr_test_5s_30.mfcc,Ghita,Ghita,-86.81987534717909
Ghita_Fr_test_5s_4.mfcc,Ghita,Ghita,-86.25009658150653
Ghita_Fr_test_5s_5.mfcc,Ghita,Ghita,-81.67038042646203
Ghita_Fr_test_5s_6.mfcc,Ghita,Ghita,-86.50291834580464
Ghita_Fr_test_5s_7.mfcc,Ghita,Ghita,-87.29172681839158
Ghita_Fr_test_5s_8.mfcc,Ghita,Ghita,-84.88727276774014
Ghita_Fr_test_5s_9.mfcc,Ghita,Ghita,-85.07199966549959
Imane_Ar_test_10s_1.mfcc,Imane,Imane,-91.79894721638979
Imane_Ar_test_10s_10.mfcc,Imane,Imane,-92.32973888052203
Imane_Ar_test_10s_11.mfcc,Imane,Imane,-89.3216293228344
Imane_Ar_test_10s_12.mfcc,Imane,Imane,-91.35826349270825
Imane_Ar_test_10s_13.mfcc,Imane,Imane,-91.87874551600422
Imane_Ar_test_10s_14.mfcc,Imane,Imane,-91.41088960137726
Imane_Ar_test_10s_15.mfcc,Imane,Imane,-90.7101258183608
Imane_Ar_test_10s_16.mfcc,Imane,Imane,-91.93908943735644
Imane_Ar_test_10s_17.mfcc,Imane,Imane,-91.65284824526626
Imane_Ar_test_10s_18.mfcc,Imane,Imane,-90.95296349120348
Imane_Ar_test_10s_19.mfcc,Imane,Imane,-90.89922430841055
Imane_Ar_test_10s_2.mfcc,Imane,Imane,-91.98398596613694
Imane_Ar_test_10s_20.mfcc,Imane,Imane,-90.09940608023561
Imane_Ar_test_10s_21.mfcc,Imane,Imane,-91.77981243172063
Imane_Ar_test_10s_22.mfcc,Imane,Imane,-90.20821642576708
Imane_Ar_test_10s_23.mfcc,Imane,Imane,-91.45636806872281
Imane_Ar_test_10s_24.mfcc,Imane,Imane,-91.90109485416343
Imane_Ar_test_10s_25.mfcc,Imane,Imane,-91.81346341534294
Imane_Ar_test_10s_26.mfcc,Imane,Imane,-91.48685971096775
Imane_Ar_test_10s_27.mfcc,Imane,Imane,-91.55949775469186
Imane_Ar_test_10s_28.mfcc,Imane,Imane,-91.00350504663255
Imane_Ar_test_10s_29.mfcc,Imane,Imane,-92.87635964984753
Imane_Ar_test_10s_3.mfcc,Imane,Imane,-92.46185374530351
Imane_Ar_test_10s_30.mfcc,Imane,Imane,-91.90249082630733
Imane_Ar_test_10s_4.mfcc,Imane,Imane,-90.34046453565229
Imane_Ar_test_10s_5.mfcc,Imane,Imane,-91.647302746882
Imane_Ar_test_10s_6.mfcc,Imane,Imane,-91.81658650992092
